,ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpDay,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,Precp1DayMax,Precp1DayMaxTime,RH,EvapA,SunShine,GloblRad,UVI Max Mean,UVI Max,UVI Max Time,Cloud Amount
0,01,1015.1 ,... ,1022.9 ,2013-01-18 09:02 ,1006.8 ,2013-01-13 14:31 ,16.3 ,26.4 ,2013-01-22 13:33 ,7.8 ,2013-01-19 06:01 ,... ,2.4 ,4 ,13.1 ,0 ,2013-01-14 00:52 ,10.5 ,... ,3 ,... , ,... , ,7.0 ,2013-01-13 00:00 ,89 ,... ,... ,... ,... ,... , ,... 
1,02,1013.8 ,... ,1019.1 ,2013-02-23 09:31 ,1007.4 ,2013-02-18 15:03 ,18.9 ,29.7 ,2013-02-18 13:07 ,12.1 ,2013-02-01 05:43 ,... ,2.5 ,2 ,11.6 ,8 ,2013-02-22 13:34 ,1.5 ,... ,1 ,... , ,... , ,1.5 ,2013-02-03 00:00 ,91 ,... ,... ,... ,... ,... , ,... 
2,03,1011.3 ,... ,1019.1 ,2013-03-05 09:33 ,1003.1 ,2013-03-24 05:09 ,20.9 ,30.7 ,2013-03-01 14:46 ,10.9 ,2013-03-04 00:20 ,... ,1.8 ,1 ,10.7 ,111 ,2013-03-27 02:30 ,37.5 ,... ,7 ,... , ,... , ,14.0 ,2013-03-28 00:00 ,88 ,... ,... ,... ,... ,... , ,... 
3,04,1008.2 ,... ,1015.3 ,2013-04-12 11:02 ,997.6 ,2013-04-06 01:06 ,22.2 ,32.0 ,2013-04-30 12:03 ,14.3 ,2013-04-07 06:31 ,... ,1.4 ,2 ,11.4 ,44 ,2013-04-06 20:54 ,242.5 ,... ,17 ,... , ,... , ,120.0 ,2013-04-05 00:00 ,95 ,... ,... ,... ,... ,... , ,... 
4,05,1005.7 ,... ,1011.9 ,2013-05-05 10:16 ,1000.7 ,2013-05-01 03:02 ,26.6 ,34.8 ,2013-05-31 12:31 ,18.0 ,2013-05-01 22:06 ,... ,1.0 ,1 ,9.7 ,276 ,2013-05-17 02:09 ,337.5 ,... ,13 ,... , ,... , ,74.0 ,2013-05-17 00:00 ,94 ,... ,... ,... ,... ,... , ,... 
5,06,1003.3 ,... ,1009.3 ,2013-06-05 10:35 ,996.7 ,2013-06-19 16:31 ,29.0 ,35.6 ,2013-06-23 10:49 ,24.0 ,2013-06-24 06:04 ,... ,1.1 ,41 ,10.8 ,252 ,2013-06-23 14:02 ,79.5 ,... ,7 ,... , ,... , ,22.5 ,2013-06-10 00:00 ,90 ,... ,... ,... ,... ,... , ,... 
6,07,1004.6 ,... ,1009.7 ,2013-07-08 09:20 ,984.8 ,2013-07-13 05:47 ,28.8 ,36.4 ,2013-07-01 12:11 ,23.5 ,2013-07-10 03:33 ,... ,1.4 ,1 ,17.2 ,3 ,2013-07-12 22:13 ,275.5 ,... ,12 ,... , ,... , ,173.0 ,2013-07-13 00:00 ,88 ,... ,... ,... ,... ,... , ,... 
7,08,1001.8 ,... ,1010.6 ,2013-08-03 09:16 ,983.8 ,2013-08-21 17:20 ,28.6 ,35.5 ,2013-08-09 13:31 ,22.6 ,2013-08-30 03:33 ,... ,1.1 ,27 ,13.4 ,293 ,2013-08-21 17:06 ,746.0 ,... ,14 ,... , ,... , ,202.0 ,2013-08-29 00:00 ,93 ,... ,... ,... ,... ,... , ,... 
8,09,1003.8 ,... ,1009.9 ,2013-09-06 09:16 ,982.0 ,2013-09-21 16:09 ,27.7 ,34.4 ,2013-09-19 13:01 ,20.9 ,2013-09-02 05:01 ,... ,1.3 ,10 ,10.5 ,22 ,2013-09-21 16:17 ,46.5 ,... ,8 ,... , ,... , ,19.0 ,2013-09-01 00:00 ,92 ,... ,... ,... ,... ,... , ,... 
9,10,1007.8 ,... ,1015.9 ,2013-10-17 09:18 ,996.5 ,2013-10-07 02:37 ,24.3 ,34.5 ,2013-10-07 13:02 ,14.7 ,2013-10-27 05:01 ,... ,2.2 ,7 ,14.8 ,345 ,2013-10-06 09:14 ,2.0 ,... ,1 ,... , ,... , ,2.0 ,2013-10-08 00:00 ,87 ,... ,... ,... ,... ,... , ,... 
10,11,1012.1 ,... ,1019.8 ,2013-11-29 08:25 ,1006.7 ,2013-11-01 15:21 ,21.3 ,32.4 ,2013-11-01 12:52 ,7.8 ,2013-11-30 05:20 ,... ,1.8 ,13 ,12.4 ,14 ,2013-11-25 10:18 ,15.0 ,... ,2 ,... , ,... , ,13.0 ,2013-11-25 00:00 ,88 ,... ,... ,... ,... ,... , ,... 
11,12,1012.8 ,... ,1019.3 ,2013-12-22 08:48 ,1004.3 ,2013-12-17 14:01 ,16.5 ,28.9 ,2013-12-07 14:02 ,7.7 ,2013-12-28 02:16 ,... ,2.4 ,1 ,14.6 ,13 ,2013-12-26 15:08 ,55.5 ,... ,9 ,... , ,... , ,42.5 ,2013-12-17 00:00 ,89 ,... ,... ,... ,... ,... , ,... 
